,start_loc,end_loc,lat_x,lon_x,lat_y,lon_y,count
1191,CLAIREMONT DR,MT CULEBRA AV,32.8038,-117.1991166,32.818321,-117.189034,137977
1192,CLAIREMONT DR,N MISSION BAY DR,32.8038,-117.1991166,32.7979936,-117.2113957,10011
1193,CLAIREMONT MESA  BL,BARSTOW ST,,,32.835247,-117.184624,1034
1194,CLAIREMONT MESA  BL,KEARNY VILLA  RD,,,32.8318334,-117.1383588,17335
1195,CLAIREMONT MESA  BL,SANTO RD,,,32.7902989,-117.1050947,2110
1196,CLAIREMONT MESA BL,ALLEY N/O CLAIREMONT BL BL,,,,,23941
1197,CLAIREMONT MESA BL,ANTIGUA BL,,,,,3327
1198,CLAIREMONT MESA BL,COBB DR,,,32.840744,-117.189072,5090
1199,CLAIREMONT MESA BL,CONRAD AV,,,32.8361384,-117.1885526,30602
1200,CLAIREMONT MESA BL,CONVOY CT,,,32.8347146,-117.1582048,159197
1201,CLAIREMONT MESA BL,CONVOY ST,,,32.835655,-117.152397,18124
1202,CLAIREMONT MESA BL,JOPLIN AV,,,32.824295,-117.207283,19039
1203,CLAIREMONT MESA BL,KEARNY VILLA RD,,,32.8318334,-117.1383588,0
1204,CLAIREMONT MESA BL,KESLING ST,,,32.8330928,-117.1734941,23141
1205,CLAIREMONT MESA BL,LAKEHURST  BL,,,32.8330928,-117.1734941,9806
1206,CLAIREMONT MESA BL,LAKEHURST AV,,,32.8311794,-117.202309,52983
1207,CLAIREMONT MESA BL,MAGNATRON BL,,,32.8311794,-117.202309,9473
1208,CLAIREMONT MESA BL,MONEL AV,,,32.834003,-117.1376945,37190
1209,CLAIREMONT MESA BL,PORTOBELO DR,,,32.838436,-117.097412,15552
1210,CLAIREMONT MESA BL,RONSON RD,,,32.8290439,-117.1553939,7103
1211,CLAIREMONT MESA BL,RUFFIN RD,,,32.8087556,-117.1190285,8049
1212,CLAIREMONT MESA BL,SANTO RD,,,32.7902989,-117.1050947,2484
1213,CLAIREMONT MESA BL,VIA DOMINIQUE  ,,,32.829304,-117.08065,3167
1214,CLAIREMONT MESA BL,VIA DOMINIQUE BL,,,,,15542
1215,CLAIREMONT MS  BL,CONRAD  AV,,,32.8361384,-117.1885526,6646
1216,CLAIREMONT MS BL,VIA DOMINIQUE BL,,,,,3787
1217,CLARA LEE AV,ESTRELLA AV,32.792931,-117.088966,32.7494107,-117.0899733,36057
1218,CLAY AV,WEBSTER AV,32.785267,-117.015099,32.7494107,-117.0899733,30296
1219,CLAY ST,FRANKLIN ST,32.785267,-117.015099,32.7802576,-117.1414966,8884
1220,CLEARWOOD CT,SPRING CYN RD,32.922729,-117.077026,32.7802576,-117.1414966,11963
1221,CLEVELAND AV,NORMAL ST,32.922729,-117.077026,32.7505832,-117.1488631,222305
1222,CLEVELAND AV,PARK AV,32.922729,-117.077026,32.8395732,-116.970139,3860
1223,CLEVELAND AV,PARK BL,32.922729,-117.077026,32.7331897,-117.1459423,3149
1224,CLEVELAND AV,WASHINGTON ST,32.7492544,-117.1523776,32.7415586,-117.1842436,16471
1225,CLOUDCREST DR,SD 015 R-A  DR,33.0090015,-117.0853661,,,25537
1226,CLOUDCREST DR,SD 015 R-A DR,33.0090015,-117.0853661,,,98692
1227,CLOVE ST,TUSTIN ST,32.7401158,-117.2234913,32.7327561,-117.2309271,13208
1228,CLOVERDALE (FG) RD,OLD RANCHO (FG) RD,32.7401158,-117.2234913,33.0883652,-117.2302274,15722
1229,CLOVERDALE (FG) RD,OLD RH (FG) RD,32.7401158,-117.2234913,33.0883652,-117.2302274,4177
1230,CLOVERDALE RD,OLD RANCH RD,33.1133043,-117.0177111,32.6412106,-117.0606445,6832
1231,CMTA DOURO ,PENASQUITOS DR,,,32.9842695,-117.091737,11792
1232,CMTO BARCO  ,D M SC PY,,,32.9842695,-117.091737,10099
1233,CMTO BARCO  PY,D M SC  PY,,,32.9842695,-117.091737,9676
1234,CMTO MEMOSAC  DR,ATRIUM DR,,,32.9023843,-117.1045398,3730
1235,CMTO VALERIANO  ,LEBON  DR,,,32.864976,-117.2251977,1504
1236,CMTO ZAR  ,CMTO JOVIAL  ,,,,,29522
1237,COBBLE CRK LN,OLD CRK RD,,,32.9253701,-117.0275679,2941
1238,COCONINO WY,CLAIREMONT DR,32.832874,-117.20533,32.8038,-117.1991166,14308
1239,COL GROVE  DR,LOMA ALTA  DR,32.7374122,-117.0590354,32.7501992,-117.0530648,5189
1240,COL GROVE DR,MERIDIAN AV,32.7374122,-117.0590354,32.7453432,-117.0575663,21646
1241,COL GROVE DR,REDWOOD ST,32.7374122,-117.0590354,32.73783,-117.1342815,19242
1242,COL GROVE WY,COLLEGE AV,32.7374122,-117.0590354,32.73783,-117.1342815,13399
1243,COL GROVE WY WY,COLLEGE  AV,32.7381582,-117.0582059,32.7772397,-117.0677729,10998
1244,COLE ST,CLAIREMONT MESA BL,32.83942,-117.201401,32.7772397,-117.0677729,18894
1245,COLIMA CT,MIDWAY ST,32.8107338,-117.2685376,32.8131638,-117.2648792,1489
1246,COLIMA ST,CAM COSTA  ST,32.811871,-117.263329,32.8131638,-117.2648792,17987
1247,COLIMA ST,MIDWAY ST,32.811871,-117.263329,32.8131638,-117.2648792,30002
1248,COLLEGE  AV,CARTAGENA  DR,32.811871,-117.263329,32.755001,-117.062752,20283
1249,COLLEGE  AV,MONTEZUMA  RD,32.811871,-117.263329,32.7699119,-117.0911785,16440
1250,COLLEGE  AV,RACINE  RD,32.811871,-117.263329,32.747232,-117.054482,4755
1251,COLLEGE AV,62 ST,32.811871,-117.263329,32.7098724,-117.0639631,98462
1252,COLLEGE AV,63 ST,32.811871,-117.263329,32.771397,-117.063217,20938
1253,COLLEGE AV,ALVARADO CT,32.811871,-117.263329,32.777409,-117.062286,38416
1254,COLLEGE AV,CARTAGENA DR,32.811871,-117.263329,32.755001,-117.062752,109504
1255,COLLEGE AV,COLLEGE GROVE VILLAGE DY,32.7772397,-117.0677729,32.755001,-117.062752,26887
1256,COLLEGE AV,COLLEGE PL,32.7772397,-117.0677729,32.7699433,-117.0700117,72460
1257,COLLEGE AV,MARGERUM AV,32.7772397,-117.0677729,32.803242,-117.066177,15695
1258,COLLEGE AV,NASSAU DR,32.7772397,-117.0677729,32.744221,-117.052254,2592
1259,COLLEGE AV,RACINE RD,32.7772397,-117.0677729,32.747232,-117.054482,18821
1260,COLLEGE AV,ROCKFORD DR,32.7772397,-117.0677729,32.7690881,-117.0678272,70905
1261,COLLEGE AV,VISTA GRANDE RD,32.7772397,-117.0677729,32.7839873,-116.9061751,2880
1262,COLLEGE AV,ZENA DR,32.7772397,-117.0677729,32.7462234,-117.0575455,3143
1263,COLLEGE AVE,55TH St,32.7772397,-117.0677729,32.7716241,-117.0763201,6679
1264,COLLEGE AVE,ALVARADO RD,32.7772397,-117.0677729,32.777863,-117.059669,5947
1265,COLLEGE GROVE AV,MERIDIAN AV,32.7381582,-117.0582059,32.7453432,-117.0575663,22766
1266,COLLEGE GROVE DR,EUCLID AV,32.7374122,-117.0590354,32.7453432,-117.0575663,40844
1267,COLLEGE GROVE DR,LOMA ALTA DR,32.7374122,-117.0590354,32.7501992,-117.0530648,9278
1268,COLLEGE GROVE DR,MERIDIAN AV,32.7374122,-117.0590354,32.7453432,-117.0575663,94362
1269,COLLEGE GROVE DR,REDWOOD ST,32.7374122,-117.0590354,32.73783,-117.1342815,216281
1270,COLLEGE GROVE DR,UNIVERSITY AV,32.7374122,-117.0590354,32.73783,-117.1342815,20321
1271,COLLEGE GROVE WY,COLLEGE AV,32.7381582,-117.0582059,32.73783,-117.1342815,55641
1272,COLLEGE PL,MONTEZUMA RD,32.7699433,-117.0700117,32.7699119,-117.0911785,30655
1273,COLLIER AV,NEW MILLS RD,32.7650574,-117.0866472,32.765156,-117.078827,13289
1274,COLLINS RH PL,CAMINITO VISTANA PL,32.7650574,-117.0866472,,,21014
1275,COLLURA ST,54 ST,32.7650574,-117.0866472,32.7347417,-117.0796148,6020
1276,COLLWOOD BL,YERBA SANTA DR,32.7650574,-117.0866472,32.7721927,-117.0865134,23761
1277,COLLWOOD WY,MONTEZUMA RD,32.7683404,-117.08583,32.7699119,-117.0911785,126853
1278,COLUMBIA ST,FRONT ST,32.7683404,-117.08583,32.7151596,-117.1647097,18696
1279,COLUMBIA ST,INDIA ST,32.7176799,-117.1673811,32.741543,-117.17971,49176
1280,COLUMBIA ST,STATE ST,32.7176799,-117.1673811,32.7191404,-117.1664942,369108
1281,COMMERCE  AV,CONSTRUCTION  CT,32.880119,-117.1679039,32.8835958,-117.1673496,22784
1282,COMMERCE  AV,PRODUCTION  AV,32.880119,-117.1679039,32.8822812,-117.1658387,120201
1283,COMMERCE AV,CONSTRUCTION CT,32.880119,-117.1679039,32.8835958,-117.1673496,100772
1284,COMMERCE AV,CONSTRUION  CT,32.880119,-117.1679039,,,19476
1285,COMMERCE AV,PRODUCTION AV,32.880119,-117.1679039,32.8822812,-117.1658387,331918
1286,COMMERCIAL ST,16 ST,32.880119,-117.1679039,32.8822812,-117.1658387,5489
1287,COMMERCIAL ST,28 ST,32.880119,-117.1679039,32.7373807,-117.1336351,2699
1288,COMMERCIAL ST,G ST,32.7052633,-117.1403408,32.7125562,-117.1627743,7780
1289,COMMERCIAL ST,HARBOR DR,32.7052633,-117.1403408,32.689965,-117.1315979,4573
1290,COMMERCIAL ST,IMPERIAL AV,32.7052633,-117.1403408,32.7064323,-117.1252448,32531
1291,COMMERCIAL ST,KEARNY AV,32.7052633,-117.1403408,32.7022131,-117.143348,4934
1292,COMMERCIAL ST,MARKET ST,32.7052633,-117.1403408,32.7116497,-117.130337,6041
1293,COMPASS POINT (N) DR,WESTVIEW PY,32.929749,-117.123444,,,294
1294,COMPLEX DR,MISSILE RD,32.929749,-117.123444,32.8261337,-117.1315822,95339
1295,COMPLEX DR,OVERLAND (MISSILE) AV,32.8309395,-117.1346834,,,71185
1296,COMSTOCK ST,ULRIC ST,32.7873372,-117.1745691,32.7707225,-117.162888,70821
1297,CONESTOGA WY,MARGERUM AV,32.804806,-117.076378,32.803242,-117.066177,77102
1298,CONFERENCE WY,CAMINO NORTE WY,32.985699,-117.077087,32.803242,-117.066177,32726
1299,CONFERENCE WY,RANCHO CARMEL DR,32.985699,-117.077087,32.9790464,-117.0819064,118015
1300,CONGRESS ST,JEFFERSON ST,32.985699,-117.077087,32.9790464,-117.0819064,1572
1301,CONGRESS ST,JUAN ST,32.985699,-117.077087,32.7555343,-117.1966045,30654
1302,CONGRESS ST,SAN DIEGO AV,32.985699,-117.077087,32.7522126,-117.1939891,8410
1303,CONIFER AV,OUTER RD,32.585655,-117.084593,32.5778279,-117.082358,4249
1304,CONRAD AV,APPLETON ST,32.8361384,-117.1885526,32.8370723,-117.1871557,6886
1305,CONRAD AV,LEHRER DR,32.8361384,-117.1885526,32.838047,-117.191521,82608
1306,CONSOLIDATED WY,MIRAMAR RD,32.8779981,-117.1661402,32.8938447,-117.1259922,12769
1307,CONTOUR BL,COLLWOOD BL,32.8779981,-117.1661402,32.8938447,-117.1259922,19182
1308,CONVENTION WY,05 AV,32.8779981,-117.1661402,32.7166889,-117.1597872,57879
1309,CONVOY CT,COPLEY DR,32.8347146,-117.1582048,32.8395081,-117.162376,20881
1310,CONVOY CT,COPLEY PARK CT,32.8347146,-117.1582048,32.8395081,-117.162376,7919
1311,CONVOY CT,COPLEY PK,32.8347146,-117.1582048,32.8395081,-117.162376,7355
1312,CONVOY CT,SD 052 R-A CT,32.8347146,-117.1582048,,,135378
1313,CONVOY ST,ARMOUR ST,32.835655,-117.152397,32.8199884,-117.151969,12886
1314,CONVOY ST,BRINELL ST,32.835655,-117.152397,32.8250418,-117.1531647,15231
1315,CONVOY ST,KEARNY MESA RD,32.835655,-117.152397,32.8914291,-117.1184624,15190
1316,CONVOY ST,KEARNY MS RD,32.835655,-117.152397,32.8914291,-117.1184624,6551
1317,CONVOY ST,MERCURY  ST,32.835655,-117.152397,32.8219016,-117.1488519,2099
1318,CONVOY ST,MERCURY ST,32.835655,-117.152397,32.8219016,-117.1488519,476735
1319,CONVOY ST,OTHELLO AV,32.835655,-117.152397,32.8171818,-117.1522595,52333
1320,CONVOY ST,RUFFNER ST,32.835655,-117.152397,32.830811,-117.158867,122008
1321,COOPER CANYON  RD,TORREY SANTA FE CT CT,32.835655,-117.152397,,,3684
1322,COPLEY AV,35 ST,32.835655,-117.152397,32.7500396,-117.1180499,5546
1323,COPLEY DR,CONVOY CT,32.8395081,-117.162376,32.8347146,-117.1582048,9627
1324,COPLEY PARK PL,CORPORATE PARK PL,32.8359559,-117.1561788,32.8347146,-117.1582048,46389
1325,COPLEY PK PL,CORPORATE PK,32.8359559,-117.1561788,32.8347146,-117.1582048,12035
1326,CORAZON PL,LUZ PL,33.037018,-117.082222,33.034389,-117.083443,20463
1327,CORD LN,STANWELL ST,32.912785,-117.131264,32.9119838,-117.1352725,19894
1328,CORNERSTONE CT,MIRA MESA BL,32.8196477,-116.9147574,32.9119838,-117.1352725,23301
1329,CORONADO  AV,CAMINITO HIEDRA  AV,32.5764872,-117.0857686,32.573675,-117.079269,2422
1330,CORONADO (SB)  AV,TREMAINE  WY,32.5764872,-117.0857686,32.565952,-117.094467,5621
1331,CORONADO (SB) AV,TREMAINE WY,32.5764872,-117.0857686,32.565952,-117.094467,13635
1332,CORONADO AV,CAMINITO HIEDRA AV,32.5764872,-117.0857686,32.573675,-117.079269,6959
1333,CORONADO AV,CAMINITO SECOYA AV,32.5764872,-117.0857686,32.5736809,-117.075867,23351
1334,CORONADO AV,DEL SOL BL,32.5764872,-117.0857686,32.5736809,-117.075867,57106
1335,CORONADO AV,ELDER AV,32.5764872,-117.0857686,32.578365,-117.098778,26798
1336,CORONADO AV,IRIS AV,32.5764872,-117.0857686,32.5693891,-117.0665659,16594
1337,CORONADO AV,SANTA CRUZ AV,32.5764872,-117.0857686,32.7392478,-117.2470425,57513
1338,CORONADO AV,W PT LOMA BL,32.5764872,-117.0857686,32.753316749999996,-117.24550553465983,3269
1339,CORONADO CAMINITO,CAMINITO HIEDRA  ,,,32.573675,-117.079269,2788
1340,CORONADO SB  AV,DEL SOL BL,,,32.573675,-117.079269,6274
1341,CORONADO SB  AV,IRIS  AV,,,32.5693891,-117.0665659,6279
1342,CORONADO SB AV,CMTO SECOYA  AV,,,,,5085
1343,CORONADO SB AV,FERN AV,,,32.5746037,-117.0701087,16024
1344,CORONADO SB AV,GROVE AV,,,32.572819,-117.077118,28386
1345,CORONADO SB AV,IRIS AV,,,32.5693891,-117.0665659,10597
1346,CORPORATE CTR DR,OCEAN VIEW HILLS PY,32.5714804,-117.0053708,32.5693891,-117.0665659,130759
1347,CORTE RAPOSO ,CAMINO NORTE ,32.5714804,-117.0053708,33.0085901,-117.0954621,18543
1348,COSMO ST,AMOROSO ST,32.818943,-117.165833,32.8187219,-117.1649502,32948
1349,COSOY WY,JACKSON ST,32.7554347,-117.1934433,32.8187219,-117.1649502,2994
1350,COSTA VERDE BL,GENESEE AV,32.8667433,-117.2165801,32.7914365,-117.1597319,118458
1351,COTTONTAIL LN,LA JOLLA SCENIC S DR,32.821655,-117.260468,32.7914365,-117.1597319,20629
1352,COTTONWOOD RD,AVERIL  RD,32.821655,-117.260468,32.558743,-117.054283,11389
1353,COTTONWOOD RD,CYPRESS DR,32.821655,-117.260468,32.558743,-117.054283,64363
1354,COTTONWOOD RD,W PARK AV,32.821655,-117.260468,32.558743,-117.054283,17381
1355,COVINA ST,COVINA CR,32.904092,-117.132238,32.558743,-117.054283,3686
1356,COWLES MTN BL,BOULDER LAKE AV,32.904092,-117.132238,32.800846,-117.017921,80889
1357,COWLES MTN BL,GOLFCREST DR,32.904092,-117.132238,32.79784,-117.042122,7988
1358,COWLES MTN BL,TWIN LAKE DR,32.904092,-117.132238,32.7948502,-117.0324589,22532
1359,COWLES MTN BL,TWIN LK DR,32.904092,-117.132238,32.7948502,-117.0324589,6731
1360,COWLES MTN C,NAVAJO RD,32.904092,-117.132238,32.804566,-117.0418303,2686
1361,COWLES MTN CT,NAVAJO RD,32.904092,-117.132238,32.804566,-117.0418303,12091
1362,COWLES MTN PL,TOPAZ LAKE AV,32.904092,-117.132238,32.804566,-117.0418303,3568
1363,COWLESS MTN BL,LAKE MURRAY BL,32.904092,-117.132238,32.804566,-117.0418303,4114
1364,COWLEY WY,SNEAD AV,32.904092,-117.132238,32.795856,-117.188713,30648
1365,COWLEY WY,VIA AQUARIO  WY,32.8005788,-117.1938632,32.795856,-117.188713,7264
1366,CRAWFORD ST,HOLABIRD ST,32.8005788,-117.1938632,32.795856,-117.188713,2632
1367,CREEKBRIDGE PL,POWAY RD,32.9460013,-117.0944833,32.9478055,-117.0768396,39718
1368,CREEKVIEW DR,SAVANNAH CRK LN,32.9442556,-117.0912578,32.9478055,-117.0768396,74290
1369,CREEKVIEW DR,SPRINGBROOK DR,32.9442556,-117.0912578,32.9386821,-117.0787422,73657
1370,CRISTALLO PL,LANSDALE DR,32.955175,-117.222067,32.9386821,-117.0787422,6377
1371,CROWN POINT DR,BUENA VISTA ST,32.784885,-117.234016,32.782436,-117.238327,91176
1372,CROWN POINT DR,LA PLAYA AV,32.784885,-117.234016,32.788845,-117.237053,19305
1373,CROWN POINT DR,VACATION RD,32.784885,-117.234016,32.7750385,-117.2349961,111198
1374,CROWNHILL RD,SOLEDAD RANCHO RD,32.811905,-117.232742,32.81636,-117.234207,65520
1375,CROWNHILL RD,SOLEDAD RHO RD,32.811905,-117.232742,,,13116
1376,CRYSTAL DAWN LN,REGENTS RD,32.8687533,-117.219565,32.8626995,-117.2226386,7198
1377,CRYSTAL DR,SEA RIDGE DR,32.807356,-117.2621633,32.8089173,-117.2650612,1247
1378,CUMBERLAND   ST,ROANOKE  ST,32.807356,-117.2621633,32.674572,-117.056831,3031
1379,CUMBERLAND ST,ROANOKE ST,32.807356,-117.2621633,32.674572,-117.056831,2032
1380,CURLEW ST,BRANT ST,32.738674,-117.167633,32.7507545,-117.1672688,38497
1381,CURLEW ST,OTSEGO DR,32.738674,-117.167633,32.743088,-117.167953,17882
1382,CUSTOMHOUSE PZ,OTAY CTR DR,32.738674,-117.167633,32.5540574,-116.942411,42532
1383,CYPRESS CYN N PARK DR,STONEBRIDGE PY,,,32.5540574,-116.942411,42293
1384,CYPRESS CYN RD,SUNSHINE PEAK CT,,,32.933693,-117.078308,33565
1385,CYPRESS POINT RD,MADRA AV,32.791134,-117.056778,32.786163,-117.056679,3915
1386,CYPRESS POINT RD,WANDERMERE DR,32.791134,-117.056778,32.7963508,-117.0506533,750
1387,CYPRESS TERRACE PL,CANDY ROSE WY,32.9269015,-117.0656948,32.933559,-117.068481,2410
1388,D M HILLS  DR,HIGH BLUFF  DR,32.9269015,-117.0656948,32.9438974,-117.2395483,101041
1389,D M HTS  RD,BRIXTON  PL,32.9485786,-117.2593425,32.957241,-117.219528,2025
1390,D M HTS  RD,BRIXTON PL,32.9485786,-117.2593425,32.957241,-117.219528,2060
1391,D M HTS  RD,QUARTER MILE  DR,32.9485786,-117.2593425,32.9565769,-117.2344484,38786
1392,D M HTS  RD,QUARTER MILE DR,32.9485786,-117.2593425,32.9565769,-117.2344484,6084
1393,D M HTS RD,SEAHORN CR,32.9485786,-117.2593425,32.9565769,-117.2344484,7925
1394,DABNEY  DR,PARKDALE  AV,32.9081631,-117.1582057,32.90868,-117.154579,56860
1395,DABNEY  DR,PARKDALE AV,32.9081631,-117.1582057,32.90868,-117.154579,55155
1396,DABNEY DR,PARKDALE AV,32.9081631,-117.1582057,32.90868,-117.154579,220907
1397,DAGGET ST,BALBOA AV,32.8235931,-117.1546254,32.8222527,-117.129964,8893
1398,DAGGET ST,ENGINEER RD,32.8235931,-117.1546254,32.8247909,-117.1488798,29367
1399,DAGGET ST,OPPORTUNITY RD,32.8235931,-117.1546254,32.8253641,-117.1593941,135280
1400,DAHLIA  ST,COLUMBINE  ST,32.7369193,-117.103628,32.7360411,-117.1020833,3656
1401,DAHLIA AV,PALM AV,32.582912,-117.096992,32.7360411,-117.1020833,66815
1402,DAHLIA ST,COLUMBINE ST,32.7369193,-117.103628,32.7360411,-117.1020833,18370
1403,DAIRY MART AV,HOWARD (SB) AV,32.7369193,-117.103628,32.7360411,-117.1020833,4716
1404,DAIRY MART RD,BIBLER DR,32.5561947,-117.0624594,32.54908,-117.054932,9691
1405,DAIRY MART RD,HOWARD AV,32.5561947,-117.0624594,32.54908,-117.054932,8652
1406,DAIRY MART RD,SD 005 R-H RD,32.5561947,-117.0624594,,,92547
1407,DAIRY MART RD,SD 5 R-H ,32.5561947,-117.0624594,32.805519,-117.221603,19141
1408,DAISY WY,DIVISION ST,32.693432,-117.064339,32.805519,-117.221603,13813
1409,DAKOTA CT,RAPPAHANNOCK AV,32.693432,-117.064339,32.805519,-117.221603,14449
1410,DAKOTA DR,MT ARCADIA ST,32.693432,-117.064339,32.805519,-117.221603,2923
1411,DAKOTA DR,RAPPAHANNOCK AV,32.802464,-117.199173,32.8057105,-117.2017245,76195
1412,DALBERGIA ST,MAIN ST,32.6866327,-117.1150072,32.8057105,-117.2017245,23193
1413,DALEY CTR DR,MURPHY CYN RD,32.8050345,-117.1180985,,,13194
1414,DALLERGIA ST,MAIN ST,,,,,4277
1415,DAMON AV,BLUFFSIDE AV,32.8072849,-117.2191154,32.809212,-117.221184,237386
1416,DAMON AV,GARNET AV,32.8072849,-117.2191154,32.805519,-117.221603,85032
1417,DAMON AV,N/O DAMON AV AV,32.8072849,-117.2191154,32.805519,-117.221603,7830
1418,DAMON AV,NORTH END AV,32.8072849,-117.2191154,,,4169
1419,DAMON AV,SANTA FE BP,32.8072849,-117.2191154,,,14859
1420,DATE ST,CEDAR ST,32.708832,-117.063263,,,2172
1421,DATE ST,ELM ST,32.708832,-117.063263,,,71459
1422,DATSUN ST,SIKORSKY  ST,32.5719101,-116.9976057,,,9846
1423,DATSUN ST,SIKORSKY ST,32.5719101,-116.9976057,33.225101,-117.337044,48611
1424,DATSUN ST ST,SOUTH END  ST,32.5719101,-116.9976057,33.225101,-117.337044,2223
1425,DAWES  ST,CASS  ST,32.8038345,-117.2518654,32.796444,-117.251549,44483
1426,DAWES ST,EVERTS ST,32.8038345,-117.2518654,32.7943639,-117.2470095,8863
1427,DAWES ST,FANUEL ST,32.8038345,-117.2518654,32.7947502,-117.2451888,27072
1428,DAY ST,EL CAJON BL,32.744419,-117.073761,,,1752
1429,DE ANZA RD,MISSION BAY DR,32.7981685,-117.2158279,32.8062185,-117.2190033,21686
1430,DE SOTO ST,MISSION BAY DR,32.807301,-117.217667,32.8062185,-117.2190033,35430
1431,DEAUVILLE ST,REO DR,32.67347,-117.065399,32.664907,-117.0575358,1099
1432,DECORO ST,NOBEL DR,32.8641391,-117.2142307,32.8684586,-117.2278843,171273
1433,DEEP DELL  RD,PARKWOOD  DR,32.69862,-117.034698,32.8684586,-117.2278843,14406
1434,DEEP DELL CT,PARADISE VALLEY RD,32.695793,-117.030289,32.688251,-117.048828,3185
1435,DEEP DELL CT,PARADISE VY RD,32.695793,-117.030289,32.688251,-117.048828,23316
1436,DEEP DELL RD,GOODE ST,32.69862,-117.034698,32.688015,-117.030937,1272
1437,DEEP DELL RD,PARKWOOD DR,32.69862,-117.034698,32.688015,-117.030937,16590
1438,DEEP DELL RD,S MEADOWBROOK DR,32.69862,-117.034698,32.6996888,-117.0290789,16559
1439,DEERFIELD ST,JACKSON DR,32.814621,-117.060944,32.6996888,-117.0290789,102815
1440,DEERING ST,WORTHING AV,32.9177109,-117.1459717,32.9176778,-117.1451413,15882
1441,DEEROCK PL,MEADOWBROOK  DR,32.704441,-117.034767,32.9176778,-117.1451413,7912
1442,DEEROCK PL,MEADOWBROOK DR,32.704441,-117.034767,32.9176778,-117.1451413,6955
1443,DEERPARK DR,COWLEY WY,32.7885859,-117.190678,32.8005788,-117.1938632,22386
1444,DEFREITAS AV,OVIEDO ST,32.9647183,-117.1277218,32.9677237,-117.1324493,35324
1445,DEL CERRO AV,HOPEDALE CT,32.7807081,-117.0597223,32.792553,-117.055069,5138
1446,DEL CERRO BL,LAMBDA DR,32.7807081,-117.0597223,32.7846616,-117.0628029,18000
1447,DEL MAR AV,CORONADO AV,32.7297982,-117.2392929,32.5764872,-117.0857686,11358
1448,DEL MAR AV,POINT LOMA AV,32.7297982,-117.2392929,32.7295639,-117.2416335,21527
1449,DEL MAR HEIGHTS  RD,HALF MILE  DR,32.9485786,-117.2593425,32.9621547,-117.2334332,2728
1450,DEL MAR HEIGHTS RD,PACIFIC HIGHLANDS RANCH  RD,32.9485786,-117.2593425,32.9673242,-117.1941198,22915
1451,DEL MAR HEIGHTS RD,SEAHORN CR,32.9485786,-117.2593425,32.9673242,-117.1941198,12685
1452,DEL MAR HILLS DR,HIGH BLUFF DR,32.951989999999995,-117.24178487971488,32.9438974,-117.2395483,233860
1453,DEL MAR HTS RD,BRIXTON PL,32.9485786,-117.2593425,32.957241,-117.219528,25678
1454,DEL MAR HTS RD,CAMINITO CAMPANEO RD,32.9485786,-117.2593425,32.953621,-117.214104,11450
1455,DEL MAR HTS RD,LOZANA RD,32.9485786,-117.2593425,32.952908,-117.249687,15689
1456,DEL MAR HTS RD,PACIFIC HIGHLANDS RH PY,32.9485786,-117.2593425,32.952908,-117.249687,18634
1457,DEL MAR HTS RD,QUARTER MILE DR,32.9485786,-117.2593425,32.9565769,-117.2344484,120286
1458,DEL MAR HTS RD,SEAHORN CR,32.9485786,-117.2593425,32.9565769,-117.2344484,6755
1459,DEL MAR HTS W RD,DEL MAR HTS E RD,32.9485786,-117.2593425,32.9565769,-117.2344484,2646
1460,DEL MAR TRAILS   RD,PILON POINT ,32.9447431,-117.2248203,32.942608,-117.224579,1169
1461,DEL MAR TRAILS RD,WORSCH WY,32.9447431,-117.2248203,32.944084,-117.225868,3105
1462,DEL PASO AV,CAMINO RICO AV,32.795574,-117.058937,32.944084,-117.225868,2080
1463,DEL SOL  BL,SEA FIRE PT,32.795574,-117.058937,32.5709909,-117.018763,14102
1464,DEL SOL BL,CARNELL AV,32.795574,-117.058937,32.572258,-117.063766,40514
1465,DEL SOL BL,ENERO ST,32.795574,-117.058937,32.574093,-117.044456,2252
1466,DEL SOL BL,MARCWADE DR,32.795574,-117.058937,32.573074,-117.045418,1992
1467,DEL SOL BL,SEA FIRE PT,32.795574,-117.058937,32.5709909,-117.018763,2040
1468,DEL SOL WY,DENNERY RD,32.574226,-117.042213,32.5777686,-117.0349102,22295
1469,DEL SUR BL,PICADOR  BL,32.567284,-117.058037,32.5777686,-117.0349102,8699
1470,DEL SUR BL,PICADOR BL,32.567284,-117.058037,32.5777686,-117.0349102,41600
1471,DEL SUR BL,SMYTHE AV,32.567284,-117.058037,32.5611863,-117.0493615,34108
1472,DEL SUR RDG RD,DEER RDG RD,33.0166034,-117.1217618,33.0137942,-117.1196476,5404
1473,DEL SUR RDG RD,RHO BERNARDO RD,33.0166034,-117.1217618,33.0137942,-117.1196476,5294
1474,DEL SUR ST,SMYTHE A,33.0166034,-117.1217618,32.5611863,-117.0493615,10027
1475,DELLWOOD ST,CONVOY ST,32.8161269,-117.1577214,32.835655,-117.152397,13222
1476,DELOS ST,BARNEY ST,32.683861,-117.040833,32.684494,-117.038322,3455
1477,DELTA ST,GAMMA ST,32.688938,-117.099136,32.689976,-117.090942,79030
1478,DEMUS ST,GAYLE ST,32.74762,-117.064568,32.747303,-117.064079,8192
1479,DENBY ST,TONYE ST,32.74762,-117.064568,32.711601,-117.1037628,16554
1480,DENNERY ,DEL SOL  BL,32.74762,-117.064568,32.711601,-117.1037628,11789
1481,DENNERY  RD,KENTMERE TR,32.5777686,-117.0349102,32.711601,-117.1037628,12072
